time	susceptible (0-9)	susceptible (10-19)	susceptible (20-29)	susceptible (30-39)	susceptible (40-49)	susceptible (50-59)	susceptible (60-69)	susceptible (70-79)	susceptible (80+)	susceptible (total)	severe (0-9)	severe (10-19)	severe (20-29)	severe (30-39)	severe (40-49)	severe (50-59)	severe (60-69)	severe (70-79)	severe (80+)	severe (total)	exposed (0-9)	exposed (10-19)	exposed (20-29)	exposed (30-39)	exposed (40-49)	exposed (50-59)	exposed (60-69)	exposed (70-79)	exposed (80+)	exposed (total)	overflow (0-9)	overflow (10-19)	overflow (20-29)	overflow (30-39)	overflow (40-49)	overflow (50-59)	overflow (60-69)	overflow (70-79)	overflow (80+)	overflow (total)	ICU (0-9)	ICU (10-19)	ICU (20-29)	ICU (30-39)	ICU (40-49)	ICU (50-59)	ICU (60-69)	ICU (70-79)	ICU (80+)	ICU (total)	infectious (0-9)	infectious (10-19)	infectious (20-29)	infectious (30-39)	infectious (40-49)	infectious (50-59)	infectious (60-69)	infectious (70-79)	infectious (80+)	infectious (total)	cumulative_recovered (0-9)	cumulative_recovered (10-19)	cumulative_recovered (20-29)	cumulative_recovered (30-39)	cumulative_recovered (40-49)	cumulative_recovered (50-59)	cumulative_recovered (60-69)	cumulative_recovered (70-79)	cumulative_recovered (80+)	cumulative_recovered (total)	cumulative_hospitalized (0-9)	cumulative_hospitalized (10-19)	cumulative_hospitalized (20-29)	cumulative_hospitalized (30-39)	cumulative_hospitalized (40-49)	cumulative_hospitalized (50-59)	cumulative_hospitalized (60-69)	cumulative_hospitalized (70-79)	cumulative_hospitalized (80+)	cumulative_hospitalized (total)	cumulative_critical (0-9)	cumulative_critical (10-19)	cumulative_critical (20-29)	cumulative_critical (30-39)	cumulative_critical (40-49)	cumulative_critical (50-59)	cumulative_critical (60-69)	cumulative_critical (70-79)	cumulative_critical (80+)	cumulative_critical (total)	cumulative_fatality (0-9)	cumulative_fatality (10-19)	cumulative_fatality (20-29)	cumulative_fatality (30-39)	cumulative_fatality (40-49)	cumulative_fatality (50-59)	cumulative_fatality (60-69)	cumulative_fatality (70-79)	cumulative_fatality (80+)	cumulative_fatality (total)
2020-07-09	18410797	19620946	21364476	20703619	18701370	19522535	17839161	11162217	6093681	153418802	881	2897	6310	9441	23416	51003	143228	167430	168619	573224	1350789	1439577	1567499	1519012	1372109	1432357	1308849	818965	447090	11256247	0	0	0	0	0	23650	153724	217094	265243	659712	174	1139	2481	5526	18138	22040	0	0	0	49499	1590521	1695067	1845692	1788600	1615624	1686565	1541137	964312	526437	13253956	18368246	19572280	21306560	20639726	18610080	19349380	17331809	10434517	5257472	150870070	9185	29365	63949	92957	223912	486966	1334927	1559195	1519993	5320447	424	2760	6011	13349	43674	119242	467229	700861	852491	2206040	75	486	1059	2347	7661	32549	170270	318075	388669	921191
2020-07-10	18018696	19203072	20909470	20262687	18303080	19106756	17459234	10924491	5963901	150151388	860	2832	6166	9239	22945	49937	140385	164118	165498	561979	1281171	1365383	1486712	1440724	1301392	1358535	1241392	776757	424047	10676114	0	0	0	0	0	24256	154840	218619	267340	665055	176	1153	2511	5596	18379	21684	0	0	0	49499	1531766	1632450	1777511	1722528	1555942	1624262	1484207	928689	506990	12764346	18888736	20126992	21910595	21225031	19138608	19900106	17829032	10736295	5411738	155167134	9445	30197	65761	95590	230256	500763	1372751	1603373	1563060	5471196	438	2856	6219	13816	45220	123449	483777	725733	883126	2284634	79	511	1113	2466	8052	34543	179088	333640	407695	967186
2020-07-11	17649691	18809812	20481264	19847727	17928251	18715469	17101686	10700768	5841767	147076436	836	2758	6005	9010	22407	48726	137136	160328	161897	549103	1211526	1291160	1405893	1362405	1230647	1284684	1173909	734532	400996	10095752	0	0	0	0	0	24663	155512	219482	268638	668295	178	1163	2533	5651	18571	21402	0	0	0	49499	1470043	1566670	1705885	1653118	1493245	1558812	1424400	891267	486561	12250001	19389128	20660294	22491329	21787773	19646828	20429766	18307579	11026941	5560511	159300149	9695	30997	67503	98123	236355	514028	1409113	1645844	1604464	5616123	453	2949	6422	14272	46732	127561	499969	750072	913144	2361574	82	536	1167	2586	8448	36557	187957	349290	426842	1013466
2020-07-12	17303300	18440653	20079301	19458198	17576393	18348161	16766050	10490756	5727117	144189929	810	2677	5829	8758	21812	47387	133526	156113	157867	534779	1142459	1217553	1325746	1284737	1160490	1211447	1106987	692657	378136	9520213	0	0	0	0	0	24874	155737	219688	269139	669439	179	1170	2549	5690	18714	21197	0	0	0	49499	1406093	1498516	1631675	1581204	1428285	1491000	1362435	852495	465394	11717099	19868557	21171263	23047756	22326977	20133856	20937431	18766590	11305921	5703505	163261854	9935	31764	69172	100549	242199	526737	1443953	1686536	1644133	5754977	466	3040	6619	14716	48206	131566	515761	773810	942462	2436647	86	561	1221	2708	8848	38582	196852	364979	446053	1059889
2020-07-13	16978903	18094933	19702860	19093401	17246876	18004175	16451725	10294079	5619746	141486699	783	2589	5639	8485	21166	45939	129605	151530	153461	519197	1074501	1145129	1246886	1208316	1091460	1139385	1041139	651456	355643	8953915	0	0	0	0	0	24894	155523	219245	268855	668517	179	1174	2558	5714	18806	21067	0	0	0	49499	1340629	1428749	1555708	1507586	1361787	1421583	1299003	812805	443727	11171577	20326399	21659233	23579151	22841938	20599052	21422427	19205435	11572836	5840507	167046979	10164	32495	70766	102865	247779	538873	1477223	1725396	1682016	5887578	480	3127	6810	15148	49639	135455	531113	796888	971006	2509666	90	586	1276	2830	9250	40608	205748	380659	465271	1106318
2020-07-14	16675767	17771872	19351092	18752514	16938956	17682735	16158002	10110291	5519413	138960643	753	2497	5438	8196	20479	44400	125420	146635	148736	502554	1008106	1074369	1169838	1133652	1024017	1068980	976805	611201	333667	8400635	0	0	0	0	0	24728	154878	218172	267804	665583	179	1175	2560	5722	18850	21013	0	0	0	49499	1274320	1358082	1478762	1433020	1294433	1351270	1234754	772603	421780	10619025	20762264	22123787	24085057	23332214	21042011	21884325	19623701	11827422	5971368	170652148	10382	33192	72283	105071	253092	550427	1508896	1762390	1718080	6013813	492	3212	6995	15565	51028	139220	545992	819253	998712	2580469	94	611	1331	2953	9653	42628	214618	396284	484442	1152614
2020-07-15	16393073	17470596	19023045	18434614	16651800	17382970	15884085	9938898	5425846	136604926	723	2401	5228	7894	19757	42787	121021	141486	143748	485043	943650	1005676	1095041	1061169	958543	1000632	914350	572122	312333	7863516	0	0	0	0	0	24384	153817	216493	266015	660710	179	1173	2555	5716	18845	21032	0	0	0	49499	1207788	1287176	1401556	1358202	1226850	1280720	1170287	732266	399759	10064604	21175974	22564735	24565268	23797601	21462545	22322921	20021178	12069533	6095999	174075754	10588	33853	73723	107164	258134	561394	1538959	1797504	1752311	6133631	505	3294	7173	15967	52369	142853	560370	840865	1025526	2648922	98	636	1385	3075	10057	44633	223440	411812	503512	1198648
2020-07-16	16129934	17190161	18717690	18138705	16384509	17103941	15629116	9779360	5338751	134412168	692	2301	5012	7581	19009	41119	116454	136138	138550	466856	881437	939374	1022848	991208	895349	934663	854069	534403	291742	7345093	0	0	0	0	0	23871	152359	214237	263521	653989	178	1168	2543	5695	18792	21122	0	0	0	49499	1141593	1216630	1324740	1283763	1159610	1210528	1106147	692132	377849	9512991	21567549	22982097	25019804	24238121	21860669	22738221	20397843	12299140	6214370	177317814	10784	34479	75086	109146	262907	571774	1567413	1830738	1784710	6247037	516	3372	7343	16354	53661	146350	574224	861689	1051406	2714916	102	661	1440	3198	10461	46614	232190	427198	522428	1244291
2020-07-17	15885420	16929575	18433948	17863740	16136136	16844663	15392194	9631115	5257821	132374612	660	2200	4791	7261	18243	39412	111766	130646	133196	448176	821704	875715	953531	924036	834672	871322	796191	498188	271971	6847329	0	0	0	0	0	23199	150526	211439	260362	645526	176	1160	2526	5661	18695	21281	0	0	0	49499	1076232	1146973	1248894	1210262	1093218	1141220	1042816	652505	356216	8968336	21937186	23376084	25448893	24653991	22236572	23130416	20753840	12516313	6326504	180379799	10969	35070	76373	111016	267412	581572	1594273	1862111	1815293	6354089	528	3447	7507	16725	54903	149705	587538	881699	1076318	2778371	105	686	1494	3319	10862	48565	240845	442404	541142	1289424
2020-07-18	15658572	16687817	18170707	17608641	15905708	16604117	15172390	9493580	5182738	130484269	628	2098	4569	6938	17465	37682	107000	125060	127735	429175	764623	814882	887293	859846	776691	810795	740882	463580	253078	6371669	0	0	0	0	0	22379	148342	208136	256583	635440	175	1149	2502	5613	18555	21506	0	0	0	49499	1012139	1078668	1174519	1138188	1028114	1073257	980713	613646	335002	8434247	22285237	23747069	25852940	25045605	22590605	23499864	21089465	12721214	6432467	183264466	11143	35627	77585	112777	271655	590798	1619564	1891651	1844090	6454889	538	3519	7663	17080	56093	152918	600299	900878	1100238	2839227	109	711	1548	3440	11262	50479	249386	457392	559608	1333935
2020-07-19	15448420	16463851	17926839	17372317	15692238	16381274	14968763	9366168	5113181	128733051	596	1995	4345	6613	16682	35944	102196	119428	122215	410016	710312	757001	824268	798772	721522	753204	688257	430652	235102	5919089	0	0	0	0	0	21424	145834	204371	252233	623861	172	1136	2473	5553	18374	21791	0	0	0	49499	949683	1012106	1102042	1067953	964671	1007029	920196	575780	314330	7913789	22612188	24095570	26232508	25413504	22923253	23847062	21405141	12914084	6532367	185975677	11307	36149	78723	114432	275640	599464	1643322	1919400	1871142	6549577	549	3587	7811	17419	57232	155986	612503	919215	1123151	2897452	113	735	1602	3560	11657	52350	257792	472127	577783	1377719
2020-07-20	15253993	16256644	17701220	17153677	15494743	16175107	14780372	9248289	5048829	127112874	565	1893	4123	6289	15900	34212	97391	113793	116677	390843	658838	702143	764536	740887	669236	698622	638382	399444	218065	5490154	0	0	0	0	0	20346	143030	200186	247363	610925	170	1120	2439	5481	18155	22134	0	0	0	49499	889166	947611	1031817	999900	903200	942858	861558	539089	294300	7409499	22918636	24422221	26588287	25758358	23235115	24172629	21701398	13095230	6626349	188518224	11460	36639	79790	115982	279375	607587	1665590	1945409	1896497	6638327	558	3652	7953	17741	58318	158909	624145	936707	1145050	2953032	117	760	1654	3678	12049	54171	266047	486577	595628	1420681
2020-07-21	15074333	16065175	17492737	16951643	15312248	15984598	14606291	9139364	4989364	125615754	533	1793	3904	5969	15125	32496	92617	108193	111161	371790	610226	650337	708126	686222	619857	647075	591280	369972	201975	5085071	0	0	0	0	0	19159	139962	195627	242026	596774	167	1102	2399	5399	17901	22530	0	0	0	49499	830834	885445	964126	934303	843947	881004	805037	503723	274993	6923414	23205270	24727758	26921077	26080940	23526885	24477279	21978858	13265015	6714582	190897663	11603	37097	80787	117432	282868	615185	1686417	1969735	1920212	6721338	568	3713	8086	18048	59352	161688	635229	953355	1165934	3005972	120	783	1706	3795	12435	55938	274134	500716	613109	1462736
2020-07-22	14908503	15888445	17300303	16765161	15143800	15808754	14445609	9038823	4934477	124233875	503	1694	3689	5653	14360	30808	87904	102662	105700	352974	564466	601569	655025	634763	573375	598552	546940	342228	186829	4703748	0	0	0	0	0	17875	136659	190739	236277	581550	164	1082	2356	5307	17615	22974	0	0	0	49499	774874	825807	899189	871375	787104	821665	750815	469796	256471	6457097	23472850	25012989	27231758	26382103	23799327	24761804	22238213	13423844	6797262	193120150	11737	37525	81719	118786	286129	622278	1705861	1992445	1942351	6798830	576	3771	8213	18338	60335	164325	645758	969168	1185812	3056297	124	807	1757	3909	12816	57647	282038	514516	630194	1503808
2020-07-23	14755592	15725483	17122860	16593206	14988476	15646609	14297446	8946115	4883866	122959653	473	1598	3479	5345	13611	29156	83277	97232	100325	334496	521517	555796	605184	586465	529747	553008	505324	316188	172614	4345843	0	0	0	0	0	16507	133151	185568	230170	565397	160	1060	2309	5207	17301	23462	0	0	0	49499	721424	768843	837163	811267	732810	764987	699024	437389	238780	6011687	23722192	25278783	27521275	26662759	24053264	25027056	22480209	13572159	6874601	195192298	11861	37923	82587	120048	289168	628887	1723978	2013607	1962980	6871040	584	3826	8332	18613	61267	166824	655743	984159	1204696	3104044	127	830	1807	4022	13190	59293	289748	527957	646855	1543829
2020-07-24	14614722	15575354	16959390	16434793	14845383	15497234	14160950	8860708	4837240	121785775	444	1504	3275	5045	12880	27548	78757	91927	95062	316442	481311	512948	558529	541252	488908	510375	466367	291813	159306	4010811	0	0	0	0	0	15069	129470	180159	223759	548456	157	1037	2258	5098	16960	23989	0	0	0	49499	670572	714649	778153	754083	681155	711064	649751	406559	221949	5587935	23954147	25526049	27790615	26923867	24289555	25273926	22705631	13710424	6946827	197121040	11977	38294	83394	121222	291995	635035	1740833	2033293	1982171	6938214	592	3878	8445	18873	62150	169186	665194	998344	1222605	3149265	131	852	1856	4132	13557	60873	297252	541020	663068	1582742
2020-07-25	14485054	15437163	16808919	16288977	14713668	15359735	14035308	8782092	4794322	120705238	416	1413	3078	4754	12170	25991	74362	86768	89932	298885	443766	472935	514961	499032	450770	470563	429988	269050	146880	3697945	0	0	0	0	0	13635	125582	174555	217095	530866	153	1012	2205	4983	16596	24487	63	0	0	49499	622369	663278	722217	699877	632192	659951	603045	377334	205994	5186256	24169592	25755717	28040794	27166408	24509085	25503331	22915290	13839121	7014174	198913512	12085	38639	84144	122312	294621	640746	1756487	2051577	1999996	7000607	599	3926	8551	19118	62985	171416	674124	1011744	1239560	3192024	134	874	1904	4240	13917	62385	304541	553690	678814	1620500
2020-07-26	14365786	15310055	16670517	16154855	14592518	15233265	13919743	8709781	4754846	119711367	389	1326	2888	4474	11484	24489	70108	81773	84952	281884	408782	435652	474364	459691	415234	433467	396090	247839	135300	3406418	0	0	0	0	0	12337	121395	168798	210230	512760	149	987	2149	4862	16213	24828	312	0	0	49499	576829	614744	669371	648665	585933	611661	558919	349724	190921	4806766	24369412	25968734	28272838	27391378	24712749	25716200	23110008	13958741	7076884	200576944	12185	38958	84839	123323	297057	646042	1771007	2068536	2016528	7058474	606	3972	8650	19348	63773	173519	682550	1024382	1255589	3232390	137	896	1950	4346	14268	63832	311604	565953	694077	1657063
2020-07-27	14256158	15193221	16543301	16031575	14481160	15117018	13813519	8643315	4718561	118797829	364	1243	2706	4204	10823	23046	66005	76955	80138	265484	376249	400980	436611	423106	382187	398969	364567	228115	124532	3135315	0	0	0	0	0	11163	116961	162928	203211	494263	145	960	2091	4736	15812	25027	729	0	0	49499	533936	569031	619596	600430	542363	566177	517357	323718	176724	4449333	24554493	26166041	28487776	27599771	24901442	25913464	23290611	14069777	7135201	202118576	12278	39254	85484	124259	299312	650948	1784455	2084243	2031841	7112073	612	4015	8743	19565	64516	175500	690489	1036284	1270720	3270444	140	916	1996	4449	14611	65215	318430	577801	708843	1692402
2020-07-28	14155453	15085897	16426440	15918328	14378865	15010231	13715941	8582259	4685229	117958644	339	1163	2532	3946	10189	21664	62063	72324	75499	249719	346049	368795	401566	389145	351511	366945	335304	209805	114537	2883656	0	0	0	0	0	10101	112328	156983	196083	475495	140	932	2031	4606	15398	25098	1293	0	0	49499	493648	526096	572845	555126	501439	523457	478321	299292	163390	4113615	24725711	26348573	28686623	27792571	25076050	26096043	23457918	14172719	7189368	203545577	12363	39527	86080	125126	301399	655486	1796895	2098774	2046006	7161656	618	4055	8831	19769	65217	177362	697958	1047478	1284984	3306271	143	937	2040	4549	14946	66539	325010	589227	723104	1726495
2020-07-29	14062995	14987362	16319148	15814356	14284948	14912190	13626354	8526203	4654627	117188184	316	1087	2367	3700	9582	20345	58287	67888	71045	234615	318061	338967	369088	357671	323081	337267	308185	192836	105273	2650429	0	0	0	0	0	9140	107541	150997	188890	456567	136	904	1969	4473	14972	25056	1988	0	0	49499	455905	485872	529047	512682	463101	483435	441750	276409	150897	3799098	24883925	26517245	28870375	27970743	25237444	26264841	23612735	14268049	7239625	204864981	12442	39780	86630	125926	303327	659680	1808391	2112201	2059096	7207474	623	4093	8912	19960	65876	179112	704976	1057991	1298414	3339958	146	956	2083	4646	15271	67805	331339	600226	736854	1759327
2020-07-30	13978151	14896940	16220692	15718945	14198764	14822222	13544143	8474763	4626545	116481166	294	1015	2210	3465	9003	19089	54681	63650	66779	220186	292161	311365	339033	328546	296772	309803	283089	177133	96701	2434602	0	0	0	0	0	8270	102641	145003	181669	437583	131	876	1907	4337	14537	24914	2796	0	0	49499	420628	448276	488110	473012	427267	446028	407568	255021	139221	3505132	25029970	26672946	29040001	28135226	25386467	26420737	23755846	14356240	7286208	206083641	12515	40014	87139	126665	305107	663551	1819003	2124595	2071178	7249767	628	4128	8989	20139	66495	180755	711565	1067854	1311045	3371597	149	976	2124	4741	15587	69016	337413	610798	750088	1790891
2020-07-31	13900326	14814001	16130382	15631429	14119712	14739699	13468736	8427579	4600787	115832651	273	946	2061	3242	8452	17897	51249	59614	62706	206440	268225	285855	311257	301629	272458	284422	259897	162621	88778	2235142	0	0	0	0	0	7483	97666	139030	174458	418636	127	847	1844	4200	14096	24683	3702	0	0	49499	387727	413212	449931	436013	393846	411140	375688	235074	128331	3230963	25164653	26816537	29196437	28286926	25523939	26564582	23888013	14437750	7329345	207208183	12583	40229	87608	127346	306749	667120	1828789	2136025	2082321	7288770	633	4160	9060	20307	67077	182295	717742	1077096	1322911	3401282	152	994	2165	4832	15894	70174	343229	620941	762807	1821188
2020-08-01	13828970	14737954	16047578	15551186	14047229	14664033	13399595	8384317	4577169	115238029	254	882	1920	3031	7929	16767	47988	55778	58825	193375	246131	262309	285618	276784	250016	260994	238489	149226	81466	2051033	0	0	0	0	0	6771	92649	133104	167288	399811	122	818	1781	4062	13651	24374	4690	0	0	49499	357101	380574	414392	401573	362737	378665	346014	216506	118195	2975755	25288751	26948845	29340584	28426715	25650645	26697193	24009967	14513018	7369258	208244977	12645	40427	88039	127974	308261	670410	1837806	2146557	2092588	7324707	638	4191	9126	20464	67622	183739	723529	1085748	1334049	3429106	155	1012	2203	4921	16191	71282	348786	630660	775011	1850222
2020-08-02	13763566	14668250	15971681	15477636	13980793	14594680	13336221	8344663	4555521	114693011	235	821	1788	2832	7433	15699	44900	52142	55137	180986	225760	240599	261979	253875	229323	239392	218750	136875	74723	1881276	0	0	0	0	0	6127	87622	127248	160189	381185	118	789	1718	3923	13204	23999	5748	0	0	49499	328644	350246	381369	369573	333831	348490	318440	199253	108776	2738623	25403004	27070658	29473301	28555425	25767335	26819352	24122411	14582470	7406159	209200116	12702	40610	88437	128552	309653	673438	1846107	2156253	2102040	7357793	642	4219	9188	20610	68134	185092	728946	1093840	1344492	3455163	157	1029	2241	5006	16479	72341	354086	639958	786707	1878004
2020-08-03	13703636	14604381	15902136	15410243	13919917	14531131	13278152	8308328	4535685	114193609	218	764	1663	2644	6964	14691	41979	48702	51638	169263	206995	220601	240204	232774	210262	219495	200568	125498	68512	1724909	0	0	0	0	0	5544	82611	121485	153186	362826	113	760	1655	3785	12757	23565	6864	0	0	49499	302246	322113	350736	339887	307017	320497	292862	183248	100039	2518645	25508116	27182729	29595406	28673850	25874725	26931802	24226013	14646507	7440253	210079399	12754	40778	88803	129084	310934	676224	1853744	2165173	2110736	7388231	645	4245	9245	20747	68614	186357	734012	1101401	1354277	3479545	160	1046	2277	5089	16757	73354	359130	648841	797898	1904551
2020-08-04	13648736	14545873	15838429	15348506	13864151	14472916	13224957	8275044	4517514	113736126	202	710	1546	2467	6522	13741	39224	45453	48325	158190	189726	202196	220164	213354	192720	201182	183835	115028	62796	1581001	0	0	0	0	0	5016	77641	115832	146304	344793	109	731	1593	3647	12311	23083	8025	0	0	49499	277794	296054	322361	312390	282179	294569	269169	168423	91945	2314884	25604755	27285767	29707673	28782738	25973490	27035249	24321406	14705513	7471733	210888325	12803	40932	89139	129573	312112	678785	1860766	2173374	2118731	7416216	649	4270	9299	20875	69063	187542	738748	1108460	1363437	3502343	162	1062	2312	5168	17026	74322	363921	657316	808593	1929881
2020-08-05	13598457	14492289	15780083	15291965	13813077	14419600	13176238	8244560	4500872	113317142	187	659	1436	2301	6105	12847	36630	42391	45194	147750	173845	185272	201736	195495	176589	184343	168448	105400	57540	1448668	0	0	0	0	0	4539	72734	110305	139561	327138	105	703	1531	3511	11868	22560	9222	0	0	49499	255175	271948	296114	286954	259203	270584	247253	154709	84459	2126400	25693551	27380445	29810833	28882800	26064271	27130358	24409192	14759853	7500783	211632084	12847	41074	89448	130022	313194	681139	1867218	2180910	2126077	7441930	652	4293	9348	20994	69484	188649	743171	1115046	1372007	3523645	164	1077	2345	5245	17285	75247	368463	665391	818802	1954019
2020-08-06	13552417	14443223	15726657	15240192	13766311	14370781	13131628	8216647	4485634	112933490	173	612	1334	2145	5712	12008	34190	39509	42239	137922	159252	169720	184802	179085	161766	168869	154308	96553	52710	1327065	0	0	0	0	0	4107	67907	104917	132974	309905	100	675	1470	3376	11430	22004	10445	0	0	49499	234278	249678	271864	263455	237976	248425	227004	142040	77542	1952263	25775096	27467393	29905573	28974699	26147669	27217755	24489934	14809868	7527577	212315565	12888	41205	89732	130435	314188	683300	1873142	2187830	2132823	7465544	655	4314	9395	21105	69878	189684	747301	1121186	1380019	3543538	166	1092	2377	5319	17534	76131	372762	673077	828534	1976992
2020-08-07	13510267	14398303	15677745	15192793	13723496	14326086	13090787	8191092	4471683	112582252	160	568	1238	1999	5343	11220	31900	36800	39454	128683	145852	155438	169251	164015	148154	154659	141323	88428	48275	1215394	0	0	0	0	0	3716	63177	99679	126558	293130	96	647	1410	3243	10997	21420	11685	0	0	49499	214994	229125	249486	241768	218387	227976	208318	130348	71160	1791561	25849947	27547205	29992540	29059063	26224246	27298028	24564165	14855880	7552279	212943352	12925	41324	89993	130814	315100	685284	1878581	2194182	2139016	7487219	658	4334	9437	21209	70246	190652	751155	1126907	1387505	3562103	169	1106	2408	5390	17775	76974	376823	680383	837802	1998829
2020-08-08	13471684	14357183	15632972	15149405	13684304	14285173	13053402	8167699	4458913	112260734	148	527	1148	1862	4997	10481	29754	34259	36834	120009	133552	142331	154979	150185	135660	141617	129406	80971	44204	1112904	0	0	0	0	0	3362	58556	94600	120325	276843	92	620	1351	3113	10571	20816	12936	0	0	49499	197215	210178	228855	221776	200328	209124	191092	119569	65275	1643411	25918622	27620434	30072335	29136474	26294532	27371726	24632381	14898191	7575043	213519739	12960	41434	90232	131161	315937	687104	1883571	2200010	2144697	7507106	660	4352	9477	21305	70591	191556	754750	1132235	1394496	3579422	171	1119	2438	5458	18006	77780	380652	687320	846618	2019562
2020-08-09	13436369	14319547	15591992	15109692	13648432	14247726	13019184	8146288	4447224	111966454	136	489	1065	1734	4671	9789	27745	31876	34370	111876	122270	130307	141886	137497	124200	129654	118474	74131	40470	1018889	0	0	0	0	0	3042	54056	89687	114283	261068	88	594	1293	2985	10153	20195	14191	0	0	49499	180840	192727	209853	203361	183694	191760	175225	109641	59855	1506957	25981608	27687596	30145522	29207478	26359019	27439364	24695048	14937085	7596013	214048732	12991	41535	90451	131480	316705	688773	1888147	2205355	2149908	7525345	663	4369	9514	21395	70913	192400	758102	1137193	1401021	3595570	173	1132	2466	5523	18228	78549	384256	693901	854996	2039224
2020-08-10	13404049	14285103	15554487	15073347	13615602	14213454	12987868	8126693	4436527	111697130	126	453	987	1614	4367	9142	25866	29645	32057	104257	111926	119283	129882	125865	113692	118685	108451	67859	37046	932688	0	0	0	0	0	2753	49686	84945	108440	245824	84	568	1237	2860	9744	19564	15443	0	0	49499	165771	176667	192366	186415	168387	175781	160624	100505	54868	1381383	26039354	27749174	30212624	29272584	26418164	27501419	24752599	14972825	7615325	214534067	13020	41627	90652	131772	317409	690304	1892342	2210256	2154685	7542066	665	4385	9548	21479	71214	193189	761229	1141805	1407108	3610620	174	1145	2493	5586	18441	79282	387643	700137	862949	2057850
2020-08-11	13374473	14253582	15520165	15040087	13585558	14182091	12959209	8108761	4426737	111450663	116	420	915	1503	4081	8537	24112	27558	29887	97129	102445	109179	118881	115203	104062	108631	99264	62111	33908	853685	0	0	0	0	0	2491	45453	80379	102801	231124	80	543	1182	2738	9344	18925	16687	0	0	49499	151914	161899	176285	170832	154311	161087	147197	92103	50281	1265909	26092281	27805613	30274130	29332262	26472396	27558335	24805437	15005656	7633104	214979215	13046	41712	90836	132040	318054	691707	1896188	2214747	2159064	7557392	667	4399	9580	21557	71496	193925	764143	1146094	1412784	3624643	176	1157	2519	5646	18646	79982	390820	706040	870492	2075477
2020-08-12	13347407	14224738	15488757	15009651	13558066	14153391	12932984	8092352	4417779	111225124	107	389	848	1399	3814	7971	22475	25608	27853	90465	93759	99922	108801	105436	95239	99421	90848	56845	31033	781303	0	0	0	0	0	2254	41362	75989	97371	216975	76	519	1129	2619	8954	18284	17918	0	0	49499	139180	148328	161508	156513	141376	147584	134858	84383	46066	1159795	26140777	27857330	30330489	29386952	26522108	27610526	24853939	15035809	7649469	215387398	13071	41789	91005	132285	318645	692992	1899711	2218863	2163075	7571436	669	4413	9609	21629	71759	194612	766859	1150079	1418074	3637704	178	1168	2544	5703	18842	80649	393794	711624	877640	2092141
2020-08-13	13322641	14198343	15460017	14981800	13532908	14127129	12908986	8077336	4409582	111018742	99	361	786	1302	3565	7442	20950	23787	25949	84239	85804	91444	99570	96490	87158	90985	83140	52022	28400	715011	0	0	0	0	0	2039	37451	71744	92149	203384	73	495	1078	2503	8574	17643	19100	34	0	49499	127485	135865	147938	143362	129497	135183	123527	77292	42196	1062344	26185204	27904707	30382122	29437057	26567667	27658373	24898451	15063493	7664529	215761602	13093	41860	91160	132510	319186	694169	1902939	2222633	2166751	7584300	671	4425	9637	21697	72005	195254	769391	1153782	1423004	3649866	179	1179	2568	5758	19029	81284	396574	716900	884407	2107878
2020-08-14	13299978	14174191	15433719	14956315	13509888	14103098	12887027	8063596	4402081	110829893	91	334	728	1211	3331	6949	19530	22088	24166	78429	78520	83681	91117	88298	79759	83261	76082	47606	25989	654313	0	0	0	0	0	1845	33887	67480	87139	190351	69	472	1028	2391	8204	17005	20061	269	0	49499	116751	124425	135482	131291	118594	123801	113126	70785	38643	972898	26225894	27948100	30429414	29482954	26609413	27702229	24939295	15088908	7678384	216104591	13113	41925	91301	132716	319682	695248	1905895	2226086	2170117	7596083	672	4437	9662	21759	72234	195854	771752	1157222	1427596	3661188	181	1189	2590	5810	19209	81890	399170	721877	890809	2122727
2020-08-15	13279241	14152090	15409654	14932995	13488823	14081109	12866934	8051023	4395217	110657087	84	310	674	1127	3113	6488	18209	20505	22500	73009	71852	76575	83379	80800	72986	76191	69621	43563	23782	598750	0	0	0	0	0	1670	30662	63205	82338	177875	66	450	979	2283	7846	16373	20801	702	0	49499	106904	113931	124055	120218	108591	113360	103585	64815	35384	890841	26263155	27987838	30472723	29524988	26647658	27742422	24976771	15112234	7691130	216418919	13132	41985	91431	132904	320136	696235	1908602	2229248	2173199	7606872	674	4447	9685	21818	72449	196413	773952	1160415	1431872	3671726	182	1199	2612	5860	19381	82467	401597	726561	896861	2136721
2020-08-16	13260265	14131867	15387634	14911656	13469548	14060987	12848547	8039518	4388936	110498958	77	287	624	1049	2909	6058	16979	19030	20943	67957	65750	70072	76298	73938	66787	69720	63708	39863	21762	547899	0	0	0	0	0	1511	27744	58952	77744	165951	63	428	933	2178	7498	15748	21346	1305	0	49499	97874	104308	113577	110063	99419	103785	94836	59340	32395	815597	26297272	28024223	30512379	29563479	26682691	27779254	25011151	15133641	7702854	216706943	13149	42039	91550	133077	320552	697140	1911081	2232143	2176022	7616751	675	4457	9707	21872	72650	196936	776004	1163379	1435853	3681532	184	1209	2632	5908	19545	83017	403867	730959	902577	2149898
