time	susceptible (0-9)	susceptible (10-19)	susceptible (20-29)	susceptible (30-39)	susceptible (40-49)	susceptible (50-59)	susceptible (60-69)	susceptible (70-79)	susceptible (80+)	susceptible (total)	severe (0-9)	severe (10-19)	severe (20-29)	severe (30-39)	severe (40-49)	severe (50-59)	severe (60-69)	severe (70-79)	severe (80+)	severe (total)	exposed (0-9)	exposed (10-19)	exposed (20-29)	exposed (30-39)	exposed (40-49)	exposed (50-59)	exposed (60-69)	exposed (70-79)	exposed (80+)	exposed (total)	overflow (0-9)	overflow (10-19)	overflow (20-29)	overflow (30-39)	overflow (40-49)	overflow (50-59)	overflow (60-69)	overflow (70-79)	overflow (80+)	overflow (total)	ICU (0-9)	ICU (10-19)	ICU (20-29)	ICU (30-39)	ICU (40-49)	ICU (50-59)	ICU (60-69)	ICU (70-79)	ICU (80+)	ICU (total)	infectious (0-9)	infectious (10-19)	infectious (20-29)	infectious (30-39)	infectious (40-49)	infectious (50-59)	infectious (60-69)	infectious (70-79)	infectious (80+)	infectious (total)	cumulative_recovered (0-9)	cumulative_recovered (10-19)	cumulative_recovered (20-29)	cumulative_recovered (30-39)	cumulative_recovered (40-49)	cumulative_recovered (50-59)	cumulative_recovered (60-69)	cumulative_recovered (70-79)	cumulative_recovered (80+)	cumulative_recovered (total)	cumulative_hospitalized (0-9)	cumulative_hospitalized (10-19)	cumulative_hospitalized (20-29)	cumulative_hospitalized (30-39)	cumulative_hospitalized (40-49)	cumulative_hospitalized (50-59)	cumulative_hospitalized (60-69)	cumulative_hospitalized (70-79)	cumulative_hospitalized (80+)	cumulative_hospitalized (total)	cumulative_critical (0-9)	cumulative_critical (10-19)	cumulative_critical (20-29)	cumulative_critical (30-39)	cumulative_critical (40-49)	cumulative_critical (50-59)	cumulative_critical (60-69)	cumulative_critical (70-79)	cumulative_critical (80+)	cumulative_critical (total)	cumulative_fatality (0-9)	cumulative_fatality (10-19)	cumulative_fatality (20-29)	cumulative_fatality (30-39)	cumulative_fatality (40-49)	cumulative_fatality (50-59)	cumulative_fatality (60-69)	cumulative_fatality (70-79)	cumulative_fatality (80+)	cumulative_fatality (total)
2020-05-31	37464478	39927033	43474975	42130184	38055770	39726773	36301244	22714205	12400146	312194808	153	495	1078	1585	3866	8437	23627	27745	27465	94450	524713	559202	608893	590059	532994	556397	508421	318126	173672	4372477	0	0	0	0	0	0	0	0	27293	27293	15	100	217	479	1556	4245	16631	25106	1151	49499	383255	408446	444741	430984	389304	406398	371355	232362	126851	3193698	1348867	1437096	1564126	1514876	1364574	1416610	1262129	756062	377610	11041950	675	2157	4696	6827	16444	35763	98036	114507	111628	390732	26	171	373	822	2672	7288	28546	43089	52221	135208	3	21	47	103	335	1217	4766	8992	13024	28508
2020-06-01	37251650	39700216	43228004	41890852	37839584	39501094	36095025	22585171	12329704	310421301	167	541	1178	1733	4226	9223	25833	30337	29989	103226	569560	606997	660936	640491	578549	603953	551876	345316	188515	4746193	0	0	0	0	0	0	0	3576	30552	34128	17	109	238	526	1709	4662	18269	23969	0	49499	417796	445258	484823	469827	424390	443024	404824	253304	138284	3481528	1482290	1579248	1718847	1664728	1499571	1556775	1387083	830959	415041	12134543	741	2370	5161	7502	18071	39300	107734	125833	122669	429381	29	188	410	905	2941	8023	31429	47443	57485	148855	4	24	52	114	370	1345	5264	9978	15126	32275
2020-06-02	37021464	39454900	42960888	41631999	37605764	39257008	35871986	22445612	12253515	308503136	182	591	1286	1892	4615	10072	28215	33132	32707	112692	617288	657863	716321	694163	627031	654563	598122	374253	204313	5143917	0	0	0	0	0	0	0	8553	32899	41452	19	120	262	577	1876	5117	20052	21477	0	49499	454880	484779	527857	511529	462059	482348	440756	275788	150558	3790555	1627647	1734114	1887407	1827984	1646645	1709485	1523231	912573	455828	13324914	814	2602	5667	8238	19843	43154	118298	138172	134698	471486	32	207	451	996	3236	8827	34580	52200	63229	163759	4	26	57	126	408	1484	5811	11221	17391	36528
2020-06-03	36772947	39190048	42672501	41352533	37353325	38993485	35631185	22294940	12171260	306432224	199	644	1402	2064	5034	10987	30782	36136	35632	122881	667916	711819	775071	751097	678458	708249	647178	404949	221070	5565806	0	0	0	0	0	0	0	13819	35498	49318	20	132	287	633	2057	5611	21991	18769	0	49499	494597	527107	573946	556192	502403	524463	479240	299867	163704	4121517	1785800	1902615	2070807	2005614	1806671	1875646	1671385	1001391	500215	14620144	893	2855	6218	9038	21771	47347	129793	151598	147787	517299	35	228	496	1095	3557	9704	38020	57392	69490	180018	4	29	63	139	450	1637	6411	12738	19832	41303
2020-06-04	36505152	38904651	42361743	41051388	37081304	38709519	35371705	22132579	12082624	304200666	217	702	1528	2248	5484	11971	33543	39358	38775	133826	721430	768850	837170	811274	732816	764993	699030	437393	238782	6011739	0	0	0	0	0	0	0	19405	38361	57767	22	144	314	693	2253	6147	24096	15828	0	49499	537018	572317	623173	603897	545494	569446	520344	325587	177744	4475020	1957640	2085698	2270079	2198618	1980550	2056196	1832384	1097917	548455	16027537	979	3130	6816	9908	23865	51903	142282	166185	162007	567076	39	250	545	1202	3908	10660	41770	63052	76307	197733	5	32	69	153	496	1805	7069	14541	22468	46639
2020-06-05	36217171	38597740	42027561	40727542	36788777	38404148	35092665	21957980	11987307	301800892	236	763	1662	2446	5967	13025	36505	42805	42149	145558	777774	828897	902553	874635	790049	824740	753625	471554	257431	6481257	0	0	0	0	0	0	0	25341	41500	66841	24	158	344	759	2466	6729	26379	12640	0	49499	582197	620465	675600	654702	591386	617353	564120	352978	192698	4851498	2144077	2284335	2486281	2408019	2169205	2252094	2007088	1202666	600808	17554572	1072	3428	7465	10851	26138	56846	155832	182012	177436	621081	42	275	598	1320	4289	11701	45854	69211	83722	217013	5	35	76	168	547	1989	7790	16646	25319	52576
2020-06-06	35908153	38268410	41668966	40380040	36474882	38076470	34793242	21770626	11885027	299225816	256	829	1805	2658	6484	14154	39675	46482	45760	158103	836847	891853	971104	941065	850055	887380	810864	507369	276983	6973521	0	0	0	0	0	0	0	31653	44927	76580	27	173	376	830	2697	7358	28850	9190	0	49499	630160	671580	731257	708638	640105	668212	610594	382057	208573	5251177	2346036	2499509	2720484	2634855	2373572	2464314	2196370	1316161	657537	19208839	1173	3751	8168	11873	28600	62200	170511	199156	194149	679582	47	301	656	1447	4704	12833	50296	75905	91776	237965	6	39	84	185	602	2190	8579	19070	28404	59158
2020-06-07	35577326	37915838	41285064	40008013	36138834	37725666	34472687	21570050	11775529	296469005	278	899	1958	2883	7035	15358	43059	50395	49615	171481	898497	957555	1042644	1010392	912677	952752	870599	544746	297388	7487252	0	0	0	0	0	0	0	38371	48655	87026	29	188	410	906	2946	8037	31519	5463	0	49499	680904	725660	790142	765701	691650	722020	659762	412823	225368	5674031	2564445	2732210	2973765	2880171	2594593	2693834	2401107	1438931	718911	20997967	1282	4100	8929	12979	31263	67991	186384	217697	212224	742849	51	330	719	1586	5155	14062	55120	83168	100515	260705	7	42	92	204	663	2410	9441	21831	31744	66433
2020-06-08	35224019	37539308	40875076	39610706	35779951	37351024	34130350	21355845	11658590	293524870	301	974	2121	3123	7622	16638	46660	54547	53721	185707	962510	1025776	1116927	1082378	977701	1020631	932625	583557	318576	8020682	0	0	0	0	0	0	0	45519	52697	98217	32	206	448	989	3215	8770	34397	1443	0	49499	734390	782661	852209	825848	745980	778736	711588	445251	243071	6119735	2800225	2983421	3247194	3145002	2833201	2941627	2622171	1571498	785194	22929534	1400	4477	9750	14172	34137	74242	203521	237712	231736	811147	56	361	787	1736	5643	15395	60352	91035	109984	285348	7	47	102	224	729	2650	10382	24948	35362	74450
2020-06-09	34847688	37138240	40438368	39187508	35397680	36951968	33765703	21127681	11534030	290388865	325	1053	2294	3378	8244	17996	50480	58941	58078	200789	1028612	1096223	1193634	1156712	1044846	1090724	996674	623633	340454	8571511	0	0	0	0	0	0	2861	50273	57065	110199	35	224	488	1077	3503	9558	34613	0	0	49499	790538	842500	917365	888989	803015	838274	765992	479292	261655	6587621	3054279	3254102	3541817	3430362	3090310	3208644	2860419	1714377	856649	25010960	1527	4883	10634	15458	37234	80978	221985	259279	252760	884739	61	395	860	1898	6172	16837	66016	99544	120228	312011	8	51	112	246	801	2912	11435	28410	39280	83255
2020-06-10	34447936	36712212	39974484	38737972	34991619	36528077	33378363	20885317	11401718	287057698	351	1137	2476	3646	8900	19431	54516	63578	62687	216722	1096456	1168526	1272362	1233005	1113761	1162666	1062412	664766	362910	9136865	0	0	0	0	0	0	7366	53882	61768	123016	38	244	531	1172	3813	10405	33296	0	0	49499	849220	905040	985462	954980	862623	900501	822853	514871	281078	7076628	3327475	3545177	3858639	3737225	3366802	3495801	3116676	1868066	933528	27249390	1664	5320	11585	16840	40565	88221	241841	282470	275368	963875	67	431	940	2074	6743	18396	72139	108730	131295	340814	9	56	123	270	879	3197	12697	32128	43522	92880
2020-06-11	34024544	36260991	39483167	38261853	34561545	36079119	32968117	20628620	11261583	283529540	378	1225	2667	3929	9592	20942	58761	68458	67543	233495	1165626	1242243	1352630	1310790	1184023	1236013	1129435	706703	385804	9713266	0	0	0	0	0	0	12084	57802	66817	136702	41	265	577	1274	4146	11311	31885	0	0	49499	910258	970089	1056292	1023618	924624	965224	881995	551877	301281	7585257	3620627	3857518	4198610	4066511	3663504	3803962	3391719	2033033	1016072	29651556	1811	5789	12606	18324	44138	95993	263147	307356	299628	1048791	73	471	1025	2263	7359	20078	78745	118629	143229	371871	10	62	134	297	964	3507	14183	36115	48112	103383
2020-06-12	33577495	35784558	38964397	37759130	34107440	35605075	32534949	20357580	11113617	279804240	406	1317	2868	4225	10317	22526	63207	73574	72641	251081	1235631	1316849	1433866	1389513	1255133	1310245	1197266	749146	408974	10296622	0	0	0	0	0	0	17026	62034	72218	151279	44	288	626	1383	4500	12280	30377	0	0	49499	973412	1037395	1129578	1094638	988775	1032192	943189	590166	322184	8111528	3934485	4191919	4562595	4419058	3981176	4133917	3686262	2209714	1104502	32223627	1967	6290	13699	19912	47965	104314	285958	333999	325601	1139706	79	513	1117	2467	8023	21888	85858	129279	156075	405300	10	68	147	325	1057	3844	15903	40393	53076	114822
2020-06-13	33106996	35283132	38418414	37230035	33629515	35106164	32079058	20072323	10957889	275883524	436	1413	3077	4534	11074	24179	67842	78917	77967	269439	1305905	1391743	1515414	1468538	1326516	1384762	1265358	791753	432234	10882223	0	0	0	0	0	0	22203	66581	77977	166761	48	312	679	1499	4878	13312	28771	0	0	49499	1038384	1106637	1204974	1167701	1054772	1101087	1006143	629558	343689	8652945	4269704	4549082	4951358	4795607	4320486	4486364	4000936	2398492	1199017	34971047	2135	6826	14866	21609	52051	113202	310321	362455	353342	1236807	86	559	1217	2686	8736	23834	93500	140713	169878	441208	11	74	161	356	1157	4209	17868	44985	58438	127259
2020-06-14	32613499	34757198	37845745	36675081	33128230	34582868	31600884	19773123	10794549	271771175	467	1513	3294	4855	11860	25897	72650	84471	83508	288514	1375813	1466246	1596537	1547152	1397527	1458892	1333095	834137	455372	11464771	0	0	0	0	0	0	27619	71441	84097	183158	52	337	735	1623	5280	14408	27064	0	0	49499	1104808	1177428	1282055	1242398	1122245	1171522	1070505	669830	365674	9206467	4626832	4929591	5365535	5196773	4681990	4861885	4336272	2599694	1299787	37898360	2314	7397	16109	23416	56405	122670	336277	392771	382896	1340255	94	607	1323	2920	9500	25920	101694	152965	184676	479699	13	81	176	389	1266	4605	20088	49912	64224	140754
2020-06-15	32097725	34207522	37247224	36095074	32604315	34035949	31101124	19460416	10623836	267473186	498	1616	3518	5186	12672	27672	77614	90216	89241	308233	1444653	1539611	1676422	1624566	1467454	1531889	1399798	875874	478157	12038423	0	0	0	0	0	0	33279	76612	90575	200466	56	364	794	1753	5705	15569	25257	0	0	49499	1172254	1249306	1360320	1318242	1190755	1243040	1135856	710721	387997	9768493	5006284	5333886	5805606	5623024	5066113	5260924	4692676	2813572	1406945	41009030	2503	8004	17430	25337	61030	132730	363855	424982	414297	1450169	102	659	1436	3171	10317	28152	110458	166064	200509	520869	14	89	193	426	1384	5033	22575	55198	70460	155370
2020-06-16	31560672	33635167	36624010	35491137	32058786	33466465	30580745	19134807	10446080	262997871	531	1721	3748	5527	13507	29497	82709	96124	95140	328505	1511669	1611031	1754189	1699927	1535527	1602951	1464733	916504	500338	12596869	0	0	0	0	0	0	39181	82087	97407	218674	61	393	856	1891	6154	16796	23349	0	0	49499	1240220	1321740	1439190	1394673	1259794	1315110	1201712	751928	410493	10334860	5408318	5762244	6271873	6074652	5473120	5683762	5070411	3040294	1520581	44305254	2704	8647	18830	27371	65931	143389	393074	459110	447567	1566624	110	715	1557	3439	11190	30534	119809	180038	217408	564800	15	97	210	465	1511	5495	25338	60864	77171	171166
2020-06-17	31003623	33041504	35977593	34864716	31492945	32875779	30040993	18797076	10261706	258355935	564	1829	3983	5874	14360	31362	87909	102165	101175	349221	1576058	1679653	1828908	1772336	1600933	1671229	1527123	955543	521650	13133434	0	0	0	0	0	0	45320	87855	104583	237759	65	423	921	2036	6627	18086	21341	0	0	49499	1308142	1394127	1518010	1471054	1328788	1387134	1267526	793109	432974	10900863	5833015	6214752	6764432	6551749	5903098	6130493	5469576	3279929	1640739	47787783	2917	9326	20309	29521	71109	154648	423940	495162	482712	1689643	120	774	1686	3724	12119	33069	129761	194908	235402	611563	16	105	229	507	1648	5993	28390	66932	84383	188204
2020-06-18	30428151	32428206	35309798	34217577	30908391	32265558	29483389	18448176	10071234	253560479	597	1938	4221	6227	15225	33254	93182	108300	107309	370252	1636993	1744593	1899619	1840859	1662829	1735843	1586166	992487	541819	13641208	0	0	0	0	0	0	51689	93905	112088	257682	70	454	990	2187	7122	19438	19237	0	0	49499	1375395	1465800	1596052	1546682	1397103	1458448	1332690	833883	455234	11461289	6280259	6691286	7283148	7054187	6355933	6601006	5890085	3532437	1767407	51455749	3140	10041	21866	31784	76561	166506	456445	533127	519723	1819193	129	837	1823	4027	13105	35761	140324	210692	254512	661209	18	115	250	552	1795	6529	31741	73422	92120	206540
2020-06-19	29836110	31797249	34622774	33551804	30307006	31637766	28909729	18089229	9875277	248626944	631	2048	4460	6581	16097	35161	98489	114486	113500	391452	1693634	1804957	1965346	1904553	1720364	1795904	1641048	1026827	560566	14113198	0	0	0	0	0	0	58274	100216	119903	278393	75	487	1061	2346	7639	20850	17040	0	0	49499	1441300	1536037	1672530	1620795	1464047	1528333	1396549	873841	477047	12010478	6749715	7191490	7827634	7581592	6831293	7094959	6331649	3797657	1900514	55306503	3375	10791	23500	34160	82284	178952	490564	572978	558572	1955176	139	903	1968	4347	14149	38612	151505	227400	274752	713775	19	125	272	600	1953	7105	35400	80353	100403	226230
2020-06-20	29229617	31150891	33918980	32869780	29690940	30994650	28322067	17721521	9674538	243572985	665	2157	4698	6935	16968	37068	103791	120675	119699	412655	1745153	1859862	2025131	1962489	1772696	1850534	1690968	1058063	577618	14542513	0	0	0	0	0	0	65056	106767	128002	299825	80	521	1135	2510	8177	22319	14757	0	0	49499	1505133	1604066	1746605	1692578	1528888	1596021	1458400	912542	498175	12542409	7240815	7714759	8397233	8133327	7328606	7611765	6793762	4075297	2039924	59335487	3621	11576	25210	36645	88270	191972	526255	614666	599212	2097429	150	974	2120	4685	15251	41621	163305	245038	296129	769272	21	136	295	652	2122	7721	39377	87744	109256	247325
2020-06-21	28611034	30491648	33201156	32174161	29062594	30338713	27722691	17346482	9469797	238418275	698	2265	4934	7285	17831	38957	109041	126814	125854	433679	1790759	1908466	2078053	2013774	1819022	1898894	1735157	1085713	592713	14922550	0	0	0	0	0	0	72013	113530	136352	321896	86	557	1212	2680	8733	23838	12393	0	0	49499	1566142	1669086	1817402	1761185	1590861	1660714	1517515	949531	518368	13050804	7752743	8260224	8991000	8708478	7847055	8150580	7275687	4364929	2185431	63536126	3877	12395	26992	39236	94511	205544	563461	658122	641576	2245714	162	1047	2281	5040	16411	44789	175721	263600	318639	827690	23	147	321	708	2303	8380	43681	95610	118695	269869
2020-06-22	27982931	29822260	32472286	31467836	28424578	29672683	27114090	16965672	9261905	233184241	730	2371	5164	7629	18678	40812	114191	132845	131910	454330	1829717	1949986	2123262	2057585	1858595	1940205	1772907	1109333	605607	15247197	0	0	0	0	0	0	79117	120472	144916	344505	91	593	1291	2856	9306	25404	9959	0	0	49499	1623559	1730276	1884029	1825752	1649183	1721598	1573149	984342	537372	13529259	8284431	8826747	9607697	9305847	8385561	8710292	7776449	4665979	2336760	67899763	4143	13245	28843	41927	100992	219640	602102	703255	685574	2399721	174	1125	2449	5413	17628	48113	188744	283077	342269	888991	25	160	347	767	2497	9084	48318	103967	128739	293903
2020-06-23	27348051	29145650	31735551	30753890	27779678	28999466	26498922	16580753	9051770	227893731	761	2474	5387	7961	19500	42614	119189	138707	137807	474400	1861379	1983728	2160004	2093189	1890757	1973778	1803585	1128529	616087	15511036	0	0	0	0	0	0	86333	127555	153650	367538	97	630	1372	3035	9893	27009	7464	0	0	49499	1676616	1786821	1945599	1885417	1703078	1777859	1624559	1016510	554933	13971393	8834553	9412918	10245788	9923948	8942790	9289519	8294833	4977731	2493562	72415643	4418	14124	30759	44711	107699	234224	642083	749953	731098	2559068	186	1205	2625	5803	18901	51590	202359	303445	366996	953111	27	173	376	830	2702	9832	53293	112824	139402	319460
2020-06-24	26709260	28464871	30994278	30035547	27130806	28322101	25879966	16193463	8840340	222570631	791	2572	5600	8280	20289	44342	123981	144338	143482	493675	1885198	2009113	2187644	2119975	1914952	1999036	1826665	1142970	623971	15709522	0	0	0	0	0	0	93624	134736	162503	390862	103	668	1454	3218	10491	28645	4920	0	0	49499	1724572	1837928	2001248	1939344	1751790	1828710	1671025	1045584	570806	14371008	9401531	10017055	10903447	10561010	9517149	9886615	8829386	5299327	2655417	77070938	4701	15031	32733	47580	114610	249256	683289	798081	778016	2723297	199	1289	2808	6209	20227	55214	216546	324677	392785	1019955	29	187	406	897	2921	10627	58612	122191	150692	346562
2020-06-25	26069499	27783058	30251878	29316111	26480947	27643708	25260068	15805584	8628589	217239442	819	2664	5801	8580	21035	45979	128514	149673	148873	511937	1900755	2025692	2205696	2137469	1930754	2015532	1841738	1152402	629120	15839158	0	0	0	0	0	0	100946	141967	171418	414331	109	706	1537	3403	11098	30304	2342	0	0	49499	1766723	1882851	2050162	1986746	1794607	1873407	1711869	1071141	584757	14722263	9983548	10637222	11578564	11214994	10106805	10499677	9378427	5629769	2821836	81850841	4992	15961	34759	50526	121705	264686	725587	847486	826178	2891881	212	1377	2998	6631	21605	58978	231278	346732	419589	1089400	31	201	438	968	3152	11470	64275	132073	162618	375226
2020-06-26	25431726	27103364	29511786	28598912	25833109	26967423	24642097	15418911	8417496	211924825	845	2749	5986	8859	21729	47504	132734	154649	153917	528972	1907770	2033169	2213837	2145358	1937880	2022971	1848536	1156655	631442	15897617	0	0	0	0	0	257	107997	149198	180336	437787	115	744	1621	3589	11709	31720	0	0	0	49499	1802434	1920909	2091602	2026904	1830882	1911275	1746471	1092792	596577	15019845	10578561	11271242	12268772	11883606	10709693	11126570	9940063	5967932	2992263	86738701	5290	16912	36831	53537	128958	280460	768830	897994	875416	3064228	226	1467	3195	7067	23031	62874	246521	369561	447351	1161291	33	217	472	1043	3396	12360	70281	142472	175181	405456
2020-06-27	24798865	26428905	28777395	27887237	25190260	26296347	24028886	15035216	8208030	206651141	868	2826	6154	9113	22364	48898	136589	159204	158553	544569	1906117	2031407	2211919	2143499	1936201	2021218	1846934	1155653	630894	15883841	0	0	0	0	0	2814	112677	156372	189189	461051	121	783	1705	3776	12321	30794	0	0	0	49499	1831150	1951512	2124925	2059195	1860050	1941724	1774294	1110201	606081	15259133	11184328	11916728	12971472	12564329	11323549	11764943	10512212	6312576	3166086	91716223	5593	17881	38940	56603	136343	296520	812854	949414	925544	3239690	240	1560	3397	7516	24501	66891	262235	393106	476000	1235447	36	233	508	1122	3654	13341	76586	153386	188379	437245
2020-06-28	24173751	25762701	28051991	27184273	24555279	25633485	23423181	14656217	8001127	201442004	888	2894	6303	9338	22930	50142	140032	163282	162723	558533	1895826	2020439	2199976	2131926	1925747	2010305	1836962	1149413	627488	15798082	0	0	0	0	0	5289	117317	163431	197908	483945	126	821	1788	3961	12930	29874	0	0	0	49499	1852416	1974176	2149603	2083110	1881652	1964274	1794900	1123095	613120	15436346	11798438	12571112	13683871	13254459	11945936	12412270	11092628	6662362	3342640	96763717	5900	18863	41078	59710	143829	312800	857485	1001542	976361	3417567	255	1655	3605	7978	26011	71019	278376	417298	505458	1311655	39	250	545	1205	3924	14440	83158	164808	202204	470574
2020-06-29	23559075	25107623	27338702	26493047	23930902	24981692	22827590	14283548	7797679	196319857	906	2953	6430	9532	23421	51217	143021	166829	166377	570685	1877083	2000464	2178227	2110849	1906708	1990431	1818801	1138050	621285	15641897	0	0	0	0	0	7671	121873	170315	206421	506280	132	858	1869	4143	13530	28966	0	0	0	49499	1865896	1988542	2165245	2098269	1895345	1978568	1807962	1131267	617582	15548675	12418351	13231685	14403020	13951140	12574284	13065883	11678939	7015870	3521222	101860394	6210	19854	43236	62847	151385	329235	902536	1054163	1027659	3597124	270	1753	3817	8450	27557	75244	294892	442064	535634	1389679	41	268	584	1292	4208	15651	89992	176729	216646	505412
2020-06-30	22957346	24466341	26640437	25816381	23319676	24343627	22244544	13918728	7598516	191305595	920	3000	6533	9692	23830	52109	145518	169799	169466	580866	1850225	1971841	2147060	2080646	1879427	1961951	1792778	1121767	612395	15418091	0	0	0	0	0	9947	126299	176963	214655	527865	138	895	1949	4322	14118	28078	0	0	0	49499	1871379	1994386	2171608	2104435	1900915	1984383	1813275	1134592	619397	15594371	13041432	13895642	15125864	14651413	13205928	13723014	12268681	7371627	3701095	106984697	6521	20850	45405	66001	158981	345753	947818	1107052	1079218	3777598	285	1852	4033	8930	29132	79550	311728	467318	566428	1469258	44	287	625	1383	4504	16970	97084	189133	231687	541717
2020-07-01	22370846	23841291	25959843	25156840	22723919	23721711	21676254	13563141	7404394	186418240	930	3036	6612	9816	24152	52806	147490	172154	171953	588949	1815727	1935076	2107028	2041852	1844384	1925370	1759351	1100851	600977	15130615	0	0	0	0	0	12104	130552	183314	222537	548507	143	930	2026	4494	14689	27216	0	0	0	49499	1868792	1991628	2168605	2101525	1898286	1981639	1810768	1133023	618540	15572806	13664999	14560125	15849295	15352267	13838154	14380843	12859341	7728124	3881507	112114655	6833	21847	47576	69156	166582	362284	993135	1159982	1130817	3958211	301	1953	4252	9418	30732	83923	328825	492973	597735	1550111	47	307	668	1477	4813	18390	104423	202002	247303	579430
2020-07-02	21801604	23234632	25299276	24516706	22145693	23118095	21124686	13218017	7215984	181674692	937	3060	6665	9902	24383	53300	148913	173864	173808	594832	1774183	1890800	2058818	1995134	1802184	1881317	1719096	1075663	587226	14784421	0	0	0	0	0	14128	134589	189308	229994	568020	148	964	2100	4661	15238	26388	0	0	0	49499	1858194	1980334	2156308	2089607	1887521	1970401	1800499	1126598	615033	15484494	14286368	15222275	16570198	16050687	14468245	15036545	13448396	8083846	4061699	117228259	7144	22840	49739	72301	174156	378757	1038292	1212725	1182234	4138187	316	2054	4474	9911	32350	88346	346121	518932	629439	1631943	50	327	712	1575	5134	19906	112000	215313	263467	618484
2020-07-03	21251369	22648230	24660767	23897947	21586774	22534635	20591536	12884417	7033865	177089542	940	3073	6691	9949	24520	53585	149771	174911	175010	598449	1726285	1839755	2003237	1941272	1753531	1830527	1672686	1046623	571373	14385290	0	0	0	0	0	16007	138368	194889	236959	586223	153	997	2170	4818	15762	25599	0	0	0	49499	1839783	1960712	2134942	2068903	1868819	1950878	1782659	1115435	608939	15331072	14902900	15879278	17285512	16743705	15093526	15687338	14033358	8437297	4240918	122303830	7452	23826	51885	75421	181671	395101	1083097	1265057	1233251	4316761	332	2156	4696	10408	33981	92801	363550	545099	661424	1714446	54	348	758	1677	5466	21510	119800	229037	280147	658796
2020-07-04	20721605	22083645	24046012	23302208	21048649	21972881	20078221	12563228	6858521	172674969	939	3072	6691	9957	24563	53658	150057	175284	175548	599769	1672805	1782759	1941176	1881131	1699206	1773817	1620866	1014199	553672	13939631	0	0	0	0	0	17729	141850	200003	243367	602948	158	1027	2236	4967	16255	24857	0	0	0	49499	1813881	1933108	2104885	2039776	1842509	1923412	1757562	1099732	600366	15115231	15512039	16528412	17992272	17428451	15711408	16330529	14611815	8787021	4418431	127320379	7757	24799	54006	78503	189096	411249	1127364	1316761	1283655	4493192	348	2259	4919	10905	35618	97271	381045	571372	693569	1797305	57	370	805	1782	5809	23196	127808	243143	297305	700274
2020-07-05	20213478	21542118	23456365	22730800	20532502	21434071	19585871	12255158	6690339	168440703	934	3060	6664	9927	24511	53521	149772	174984	175423	598797	1614561	1720687	1873588	1815633	1640043	1712056	1564431	978886	534394	13454279	0	0	0	0	0	19282	145000	204601	249158	618042	162	1055	2297	5104	16713	24168	0	0	0	49499	1780928	1897989	2066646	2002719	1809036	1888470	1725632	1079753	589459	14840632	16111360	17167092	18687664	18102197	16319430	16963557	15181469	9131630	4593537	132257936	8056	25757	56092	81536	196402	427137	1170918	1367632	1333247	4666778	363	2361	5142	11403	37254	101738	398541	597650	725751	1880203	60	392	854	1890	6162	24954	136005	257596	314899	742812
2020-07-06	19727866	21024586	22892845	22184711	20039226	20919135	19115336	11960738	6529609	164394051	926	3036	6611	9858	24367	53178	148924	174024	174644	595569	1552400	1654440	1801454	1745731	1576901	1646142	1504200	941199	513820	12936286	0	0	0	0	0	20658	147787	208642	254282	631368	166	1080	2352	5230	17134	23538	0	0	0	49499	1741464	1855931	2020850	1958340	1768949	1846622	1687393	1055826	576397	14511772	16698599	17792905	19369061	18762400	16915297	17584029	15740167	9469822	4765575	137097856	8350	26696	58137	84508	203560	442704	1213593	1417477	1381839	4836864	379	2463	5363	11897	38884	106185	415970	623834	757851	1962826	64	415	903	2000	6525	26778	144372	272358	332884	786299
2020-07-07	19265365	20531686	22356145	21664613	19569426	20428706	18667196	11680330	6376529	160539995	914	3000	6534	9753	24133	52637	147533	172424	173231	590159	1487170	1584923	1725760	1672378	1510642	1576973	1440995	901651	492230	12392723	0	0	0	0	0	21849	150183	212089	258692	642813	169	1103	2401	5343	17513	22970	0	0	0	49499	1696110	1807596	1968220	1907338	1722879	1798530	1643448	1028329	561385	14133836	17271687	18403647	20034062	19406732	17496908	18189757	16285936	9800399	4933935	141823064	8636	27612	60132	87408	210545	457897	1255240	1466120	1429259	5002850	394	2563	5582	12388	40501	110595	433269	649825	789749	2044867	67	438	954	2114	6896	28657	152887	287388	351208	830611
2020-07-08	18826312	20063773	21846653	21170881	19123443	19963140	18241774	11414138	6231209	156881322	899	2954	6433	9613	23814	51908	145624	170213	171210	582667	1419703	1513020	1647468	1596508	1442109	1505432	1375622	860747	469899	11830508	0	0	0	0	0	22848	152168	214913	262355	652284	172	1122	2444	5442	17849	22470	0	0	0	49499	1645553	1753716	1909552	1850485	1671525	1744920	1594460	997677	544652	13712540	17828774	18997345	20680520	20033113	18062383	18778779	16817002	10122280	5098063	146418260	8915	28503	62071	90227	217336	472665	1295724	1513405	1475355	5164200	409	2663	5799	12872	42099	114953	450374	675530	821332	2126031	71	462	1006	2229	7275	30584	161528	302642	369822	875620
